id_igralke,ime,priimek,polno_ime,drzava,datum_rojstva,starost,rang,tocke,leto,kontinent
320408,Elena-Gabriela,Ruse,Elena-Gabriela Ruse,ROU,1997-11-06,22,185,325,2019,Evropa
313225,Jia-Jing,Lu,Jia-Jing Lu,CHN,1989-11-18,30,186,325,2019,Azija
312636,Xinyun,Han,Xinyun Han,CHN,1990-05-30,30,187,324,2019,Azija
320277,Magdalena,Frech,Magdalena Frech,POL,1997-12-15,22,188,323,2019,Evropa
324934,Olga,Danilovic,Olga Danilovic,SRB,2001-01-23,19,189,320,2019,Evropa
319421,Jessika,Ponchet,Jessika Ponchet,FRA,1996-09-26,23,190,318,2019,Evropa
326235,Yuki,Naito,Yuki Naito,JPN,2001-02-16,19,191,316,2019,Azija
311243,Olga,Govortsova,Olga Govortsova,BLR,1988-08-23,31,192,312,2019,Evropa
325936,Kamilla,Rakhimova,Kamilla Rakhimova,RUS,2001-08-28,18,193,312,2019,Evropa
318711,Mayar,Sherif,Mayar Sherif,EGY,1996-05-05,24,194,311,2019,
317263,Richel,Hogenkamp,Richel Hogenkamp,NED,1992-04-16,28,195,310,2019,Evropa
316771,Danielle,Lao,Danielle Lao,USA,1991-05-28,29,196,308,2019,Severna Amerika
319856,Zoe,Hives,Zoe Hives,AUS,1996-10-24,23,197,304,2019,Oceanija
310761,Sara,Errani,Sara Errani,ITA,1987-04-29,33,198,304,2019,Evropa
312182,Elitsa,Kostova,Elitsa Kostova,BUL,1990-04-10,30,199,303,2019,Evropa
324219,Destanee,Aiava,Destanee Aiava,AUS,2000-05-10,20,200,299,2019,Oceanija
313082,Martina,Di Giuseppe,Martina Di Giuseppe,ITA,1991-02-10,29,201,297,2019,Evropa
319962,Naiktha,Bains,Naiktha Bains,GBR,1997-12-17,22,202,295,2019,Evropa
316606,Reka Luca,Jani,Reka Luca Jani,HUN,1991-07-31,28,203,295,2019,Evropa
312413,Arina,Rodionova,Arina Rodionova,AUS,1989-12-15,30,204,292,2019,Oceanija
314660,Ekaterine,Gorgodze,Ekaterine Gorgodze,GEO,1991-12-03,28,205,291,2019,Azija
313919,Asia,Muhammad,Asia Muhammad,USA,1991-04-04,29,206,288,2019,Severna Amerika
325898,Camila,Osorio,Camila Osorio,COL,2001-12-22,18,207,288,2019,Južna Amerika
315265,Conny,Perrin,Conny Perrin,SUI,1990-12-25,29,208,286,2019,Evropa
315428,Valeria,Savinykh,Valeria Savinykh,RUS,1991-02-20,29,209,286,2019,Evropa
319266,Indy,De Vroome,Indy De Vroome,NED,1996-05-21,24,210,286,2019,Evropa
320319,Jaqueline ,Cristian,Jaqueline  Cristian,ROU,1998-06-05,22,211,285,2019,Evropa
326735,Leylah,Fernandez,Leylah Fernandez,CAN,2002-09-06,17,212,285,2019,Severna Amerika
321906,Kaylah,Mcphee,Kaylah Mcphee,AUS,1998-02-04,22,213,283,2019,Oceanija
310047,Pemra,Ozgen,Pemra Ozgen,TUR,1986-05-08,34,214,283,2019,Evropa
316161,Eugenie,Bouchard,Eugenie Bouchard,CAN,1994-02-25,26,215,282,2019,Severna Amerika
314359,Nuria,Parrizas Diaz,Nuria Parrizas Diaz,ESP,1991-07-15,28,216,281,2019,Evropa
311593,Johanna,Larsson,Johanna Larsson,SWE,1988-08-17,31,217,280,2019,Evropa
322451,Xiaodi,You,Xiaodi You,CHN,1996-05-12,24,218,279,2019,Azija
325639,Maja,Chwalinska,Maja Chwalinska,POL,2001-10-11,18,219,278,2019,Evropa
312269,Laura Ioana,Paar,Laura Ioana Paar,ROU,1988-05-31,32,220,277,2019,Evropa
312660,Samantha,Murray Sharan,Samantha Murray Sharan,GBR,1987-10-09,32,221,275,2019,Evropa
324830,En-Shuo,Liang,En-Shuo Liang,TPE,2000-10-02,19,222,272,2019,
313131,Urszula,Radwanska,Urszula Radwanska,POL,1990-12-07,29,223,270,2019,Evropa
316550,Denisa,Satralova,Denisa Satralova,CZE,1993-03-07,27,224,268,2019,Evropa
324325,Yue,Yuan,Yue Yuan,CHN,1998-09-25,21,225,267,2019,Azija
322942,Anna,Bondar,Anna Bondar,HUN,1997-05-27,23,226,267,2019,Evropa
314527,Marina,Melnikova,Marina Melnikova,RUS,1989-02-05,31,227,267,2019,Evropa
317351,Jovana,Jovic,Jovana Jovic,SRB,1993-09-30,26,228,263,2019,Evropa
320316,Julia,Grabher,Julia Grabher,AUT,1996-07-02,23,229,263,2019,Evropa
323095,Chihiro,Muramatsu,Chihiro Muramatsu,JPN,1998-05-22,22,230,261,2019,Azija
327101,Hailey,Baptiste,Hailey Baptiste,USA,2001-11-03,18,231,260,2019,Severna Amerika
320396,Fang Ying,Xun,Fang Ying Xun,CHN,1995-01-14,25,232,260,2019,Azija
316674,Gabriela,Ce,Gabriela Ce,BRA,1993-03-03,27,233,257,2019,Južna Amerika
322382,Eva,Guerrero Alvarez,Eva Guerrero Alvarez,ESP,1999-09-04,20,234,256,2019,Evropa
314672,Aleksandrina,Naydenova,Aleksandrina Naydenova,BUL,1992-02-29,28,235,255,2019,Evropa
319183,Kyoka,Okamura,Kyoka Okamura,JPN,1995-10-06,24,236,254,2019,Azija
327845,Daria,Snigur,Daria Snigur,UKR,2002-03-27,18,237,254,2019,Evropa
319606,Fangzhou,Liu,Fangzhou Liu,CHN,1995-12-12,24,238,253,2019,Azija
321658,Katharina,Hobgarski,Katharina Hobgarski,GER,1997-06-18,23,239,253,2019,Evropa
324318,Shuyue,Ma,Shuyue Ma,CHN,1999-06-29,21,240,253,2019,Azija
314464,Coco,Vandeweghe,Coco Vandeweghe,USA,1991-12-06,28,241,252,2019,Severna Amerika
315997,Daria,Saville,Daria Saville,AUS,1994-03-05,26,242,251,2019,Oceanija
320945,Jana,Fett,Jana Fett,CRO,1996-11-02,23,243,251,2019,Evropa
320869,Katharina,Gerlach,Katharina Gerlach,GER,1998-02-19,22,244,251,2019,Evropa
315366,Valentyna,Ivakhnenko,Valentyna Ivakhnenko,RUS,1993-06-27,27,245,250,2019,Evropa
320621,Anastasiya,Komardina,Anastasiya Komardina,RUS,1997-07-08,22,246,249,2019,Evropa
315314,Ulrikke,Eikeri,Ulrikke Eikeri,NOR,1992-12-16,27,247,248,2019,Evropa
323145,Katie,Swan,Katie Swan,GBR,1999-03-24,21,248,247,2019,Evropa
319960,Ellen,Perez,Ellen Perez,AUS,1995-10-10,24,249,246,2019,Oceanija
320728,Kimberly,Birrell,Kimberly Birrell,AUS,1998-04-29,22,250,241,2019,Oceanija
318033,Ashleigh,Barty,Ashleigh Barty,AUS,1996-04-24,25,1,8717,2020,Oceanija
314320,Simona,Halep,Simona Halep,ROU,1991-09-27,29,2,7255,2020,Evropa
319998,Naomi,Osaka,Naomi Osaka,JPN,1997-10-16,23,3,5780,2020,Azija
320942,Sofia,Kenin,Sofia Kenin,USA,1998-11-14,22,4,5760,2020,Severna Amerika
316738,Elina,Svitolina,Elina Svitolina,UKR,1994-09-12,26,5,5260,2020,Evropa
313974,Karolina,Pliskova,Karolina Pliskova,CZE,1992-03-21,29,6,5205,2020,Evropa
325088,Bianca,Andreescu,Bianca Andreescu,CAN,2000-06-16,21,7,4555,2020,Severna Amerika
314206,Petra,Kvitova,Petra Kvitova,CZE,1990-03-08,31,8,4516,2020,Evropa
314584,Kiki,Bertens,Kiki Bertens,NED,1991-12-10,29,9,4505,2020,Evropa
320760,Aryna,Sabalenka,Aryna Sabalenka,BLR,1998-05-05,23,10,4220,2020,Evropa
230234,Serena,Williams,Serena Williams,USA,1981-09-26,39,11,4080,2020,Severna Amerika
319001,Belinda,Bencic,Belinda Bencic,SUI,1997-03-10,24,12,4010,2020,Evropa
312001,Victoria,Azarenka,Victoria Azarenka,BLR,1989-07-31,31,13,3426,2020,Evropa
313907,Johanna,Konta,Johanna Konta,GBR,1991-05-17,30,14,3152,2020,Evropa
316239,Garbiñe,Muguruza,Garbiñe Muguruza,ESP,1993-10-08,27,15,3016,2020,Evropa
316959,Madison,Keys,Madison Keys,USA,1995-02-17,26,16,2962,2020,Severna Amerika
326408,Iga,Swiatek,Iga Swiatek,POL,2001-05-31,20,17,2960,2020,Evropa
313711,Petra,Martic,Petra Martic,CRO,1991-01-19,30,18,2850,2020,Evropa
324166,Elena,Rybakina,Elena Rybakina,KAZ,1999-06-17,22,19,2696,2020,Azija
317964,Elise,Mertens,Elise Mertens,BEL,1995-11-17,25,20,2650,2020,Evropa
323027,Marketa,Vondrousova,Marketa Vondrousova,CZE,1999-06-28,22,21,2538,2020,Evropa
318312,Maria,Sakkari,Maria Sakkari,GRE,1995-07-25,25,22,2405,2020,Evropa
318425,Anett,Kontaveit,Anett Kontaveit,EST,1995-12-24,25,23,2330,2020,Evropa
318358,Jennifer,Brady,Jennifer Brady,USA,1995-04-12,26,24,2320,2020,Severna Amerika
311470,Angelique,Kerber,Angelique Kerber,GER,1988-01-18,33,25,2271,2020,Evropa
312850,Alison,Riske-Amritraj,Alison Riske-Amritraj,USA,1990-07-03,30,26,2256,2020,Severna Amerika
322191,Karolina,Muchova,Karolina Muchova,CZE,1996-08-21,24,27,2036,2020,Evropa
317683,Yulia,Putintseva,Yulia Putintseva,KAZ,1995-01-07,26,28,2015,2020,Azija
324261,Dayana,Yastremska,Dayana Yastremska,UKR,2000-05-15,21,29,1925,2020,Evropa
326384,Amanda,Anisimova,Amanda Anisimova,USA,2001-08-31,19,30,1905,2020,Severna Amerika
316847,Ons,Jabeur,Ons Jabeur,TUN,1994-08-28,26,31,1883,2020,
318516,Donna,Vekic,Donna Vekic,CRO,1996-06-28,25,32,1880,2020,Evropa
319007,Ekaterina,Alexandrova,Ekaterina Alexandrova,RUS,1994-11-15,26,33,1775,2020,Evropa
314429,Qiang,Wang,Qiang Wang,CHN,1992-01-14,29,34,1706,2020,Azija
311779,Shuai,Zhang,Shuai Zhang,CHN,1989-01-21,32,35,1693,2020,Azija
110552,Svetlana,Kuznetsova,Svetlana Kuznetsova,RUS,1985-06-27,36,36,1631,2020,Evropa
190879,Barbora,Strycova,Barbora Strycova,CZE,1986-03-28,35,37,1630,2020,Evropa
313796,Anastasia,Pavlyuchenkova,Anastasia Pavlyuchenkova,RUS,1991-07-03,29,38,1630,2020,Evropa
315683,Sloane,Stephens,Sloane Stephens,USA,1993-03-20,28,39,1573,2020,Severna Amerika
315130,Magda,Linette,Magda Linette,POL,1992-02-12,29,40,1573,2020,Evropa
316286,Saisai,Zheng,Saisai Zheng,CHN,1994-02-05,27,41,1510,2020,Azija
319969,Fiona,Ferro,Fiona Ferro,FRA,1997-03-12,24,42,1497,2020,Evropa
315391,Caroline,Garcia,Caroline Garcia,FRA,1993-10-16,27,43,1495,2020,Evropa
319939,Jelena,Ostapenko,Jelena Ostapenko,LAT,1997-06-08,24,44,1485,2020,Evropa
316925,Danielle,Collins,Danielle Collins,USA,1993-12-13,27,45,1475,2020,Severna Amerika
319526,Veronika,Kudermetova,Veronika Kudermetova,RUS,1997-04-24,24,46,1453,2020,Evropa
319112,Nadia,Podoroska,Nadia Podoroska,ARG,1997-02-10,24,47,1407,2020,Južna Amerika
328560,Coco,Gauff,Coco Gauff,USA,2004-03-13,17,48,1364,2020,Severna Amerika
313968,Polona,Hercog,Polona Hercog,SLO,1991-01-20,30,49,1335,2020,Evropa
315616,Kristina,Mladenovic,Kristina Mladenovic,FRA,1993-05-14,28,50,1335,2020,Evropa
310926,Laura,Siegemund,Laura Siegemund,GER,1988-03-04,33,51,1331,2020,Evropa
320983,Marie,Bouzkova,Marie Bouzkova,CZE,1998-07-21,22,52,1314,2020,Evropa
312121,Alizé,Cornet,Alizé Cornet,FRA,1990-01-22,31,53,1290,2020,Evropa
313987,Anastasija,Sevastova,Anastasija Sevastova,LAT,1990-04-13,31,54,1288,2020,Evropa
317771,Rebecca,Peterson,Rebecca Peterson,SWE,1995-08-06,25,55,1255,2020,Evropa
317171,Patricia Maria,Tig,Patricia Maria Tig,ROU,1994-07-27,26,56,1229,2020,Evropa
320926,Jil,Teichmann,Jil Teichmann,SUI,1997-07-15,23,57,1206,2020,Evropa
316981,Heather,Watson,Heather Watson,GBR,1992-05-19,29,58,1156,2020,Evropa
320301,Katerina,Siniakova,Katerina Siniakova,CZE,1996-05-10,25,59,1135,2020,Evropa
317421,Shelby,Rogers,Shelby Rogers,USA,1992-10-13,28,60,1134,2020,Severna Amerika
324267,Anna,Blinkova,Anna Blinkova,RUS,1998-09-10,22,61,1114,2020,Evropa
317708,Bernarda,Pera,Bernarda Pera,USA,1994-12-03,26,62,1105,2020,Severna Amerika
316956,Jessica,Pegula,Jessica Pegula,USA,1994-02-24,27,63,1103,2020,Severna Amerika
317819,Alison,Van Uytvanck,Alison Van Uytvanck,BEL,1994-03-26,27,64,1095,2020,Evropa
318314,Barbora,Krejcikova,Barbora Krejcikova,CZE,1995-12-18,25,65,1071,2020,Evropa
318872,Sara,Sorribes Tormo,Sara Sorribes Tormo,ESP,1996-10-08,24,66,1040,2020,Evropa
310053,Su-Wei,Hsieh,Su-Wei Hsieh,TPE,1986-01-04,35,67,1035,2020,
315232,Ajla,Tomljanovic,Ajla Tomljanovic,AUS,1993-05-07,28,68,1035,2020,Oceanija
313975,Kristyna,Pliskova,Kristyna Pliskova,CZE,1992-03-21,29,69,1020,2020,Evropa
320124,Paula,Badosa,Paula Badosa,ESP,1997-11-15,23,70,1018,2020,Evropa
312469,Sorana,Cirstea,Sorana Cirstea,ROU,1990-04-07,31,71,999,2020,Evropa
322082,Daria,Kasatkina,Daria Kasatkina,AUS,1997-05-07,24,72,985,2020,Oceanija
320238,Nao,Hibino,Nao Hibino,JPN,1994-11-28,26,73,973,2020,Azija
313349,Arantxa,Rus,Arantxa Rus,NED,1990-12-13,30,74,971,2020,Evropa
317414,Lauren,Davis,Lauren Davis,USA,1993-10-09,27,75,967,2020,Severna Amerika
314610,Camila,Giorgi,Camila Giorgi,ITA,1991-12-30,29,76,958,2020,Evropa
317684,Danka,Kovinic,Danka Kovinic,MNE,1994-11-18,26,77,942,2020,
313169,Irina-Camelia,Begu,Irina-Camelia Begu,ROU,1990-08-26,30,78,932,2020,Evropa
230220,Venus,Williams,Venus Williams,USA,1980-06-17,41,79,929,2020,Severna Amerika
315696,Zarina,Diyas,Zarina Diyas,KAZ,1993-10-18,27,80,928,2020,Azija
314917,Christina,Mchale,Christina Mchale,USA,1992-05-11,29,81,909,2020,Severna Amerika
312328,Madison,Brengle,Madison Brengle,USA,1990-04-03,31,82,906,2020,Severna Amerika
314237,Misaki,Doi,Misaki Doi,JPN,1991-04-29,30,83,896,2020,Azija
311338,Carla,Suárez Navarro,Carla Suárez Navarro,ESP,1988-09-03,32,84,881,2020,Evropa
316266,Martina,Trevisan,Martina Trevisan,ITA,1993-11-03,27,85,879,2020,Evropa
310331,Kirsten,Flipkens,Kirsten Flipkens,BEL,1986-01-10,35,86,878,2020,Evropa
323079,Tamara,Zidansek,Tamara Zidansek,SLO,1997-12-26,23,87,840,2020,Evropa
326735,Leylah,Fernandez,Leylah Fernandez,CAN,2002-09-06,18,88,838,2020,Severna Amerika
318609,Taylor,Townsend,Taylor Townsend,USA,1996-04-16,25,89,836,2020,Severna Amerika
317790,Aliaksandra,Sasnovich,Aliaksandra Sasnovich,BLR,1994-03-22,27,90,833,2020,Evropa
317306,Lin,Zhu,Lin Zhu,CHN,1994-01-28,27,91,830,2020,Azija
315427,Ana,Bogdan,Ana Bogdan,ROU,1992-11-25,28,92,805,2020,Evropa
110536,Kaia,Kanepi,Kaia Kanepi,EST,1985-06-10,36,93,804,2020,Evropa
325836,Varvara,Gracheva,Varvara Gracheva,FRA,2000-08-02,20,94,798,2020,Evropa
317510,Yafan,Wang,Yafan Wang,CHN,1994-04-30,27,95,795,2020,Azija
319280,Jasmine,Paolini,Jasmine Paolini,ITA,1996-01-04,25,96,785,2020,Evropa
322277,Viktoria,Hruncakova,Viktoria Hruncakova,SVK,1998-05-11,23,97,775,2020,Evropa
326096,Ann,Li,Ann Li,USA,2000-06-26,21,98,767,2020,Severna Amerika
326482,Marta,Kostyuk,Marta Kostyuk,UKR,2002-06-28,19,99,767,2020,Evropa
319709,Nina,Stojanovic,Nina Stojanovic,SRB,1996-07-30,24,100,761,2020,Evropa
325601,Anastasia,Potapova,Anastasia Potapova,RUS,2001-03-30,20,101,759,2020,Evropa
310770,Andrea,Petkovic,Andrea Petkovic,GER,1987-09-09,33,102,750,2020,Evropa
320735,Aliona,Bolsova,Aliona Bolsova,ESP,1997-11-06,23,103,741,2020,Evropa
324702,Kaja,Juvan,Kaja Juvan,SLO,2000-11-25,20,104,733,2020,Evropa
317755,Monica,Puig,Monica Puig,PUR,1993-09-27,27,105,722,2020,Severna Amerika
316739,Kateryna,Baindl,Kateryna Baindl,UKR,1994-02-20,27,106,718,2020,Evropa
319436,Oceane,Dodin,Oceane Dodin,FRA,1996-10-24,24,107,706,2020,Evropa
316159,Kristie,Ahn,Kristie Ahn,USA,1992-06-15,29,108,703,2020,Severna Amerika
310440,Tatjana,Maria,Tatjana Maria,GER,1987-08-08,33,109,702,2020,Evropa
321454,Greet,Minnen,Greet Minnen,BEL,1997-08-14,23,110,684,2020,Evropa
319091,Anna-Lena,Friedsam,Anna-Lena Friedsam,GER,1994-02-01,27,111,680,2020,Evropa
190787,Samantha,Stosur,Samantha Stosur,AUS,1984-03-30,37,112,667,2020,Oceanija
315806,Katarzyna,Kawa,Katarzyna Kawa,POL,1992-11-17,28,113,656,2020,Evropa
323942,Anna,Kalinskaya,Anna Kalinskaya,RUS,1998-12-02,22,114,650,2020,Evropa
317070,Timea,Babos,Timea Babos,HUN,1993-05-10,28,115,650,2020,Evropa
312336,Stefanie,Voegele,Stefanie Voegele,SUI,1990-03-10,31,116,648,2020,Evropa
160471,Shuai,Peng,Shuai Peng,CHN,1986-01-08,35,117,642,2020,Azija
324584,Katarina,Zavatska,Katarina Zavatska,UKR,2000-02-05,21,118,638,2020,Evropa
318352,Irina,Bara,Irina Bara,ROU,1995-03-18,26,119,636,2020,Evropa
318060,Tereza,Martincova,Tereza Martincova,CZE,1994-10-24,26,120,633,2020,Evropa
325725,Caty,Mcnally,Caty Mcnally,USA,2001-11-20,19,121,632,2020,Severna Amerika
317317,Ysaline,Bonaventure,Ysaline Bonaventure,BEL,1994-08-29,26,122,632,2020,Evropa
326160,Xiyu,Wang,Xiyu Wang,CHN,2001-03-28,20,123,623,2020,Azija
315030,Vitalia,Diatchenko,Vitalia Diatchenko,RUS,1990-08-02,30,124,619,2020,Evropa
317938,Margarita,Gasparyan,Margarita Gasparyan,RUS,1994-09-01,26,125,601,2020,Evropa
319571,Tamara,Korpatsch,Tamara Korpatsch,GER,1995-05-12,26,126,601,2020,Evropa
322222,Liudmila,Samsonova,Liudmila Samsonova,RUS,1998-11-11,22,127,593,2020,Evropa
318711,Mayar,Sherif,Mayar Sherif,EGY,1996-05-05,25,128,591,2020,
319696,Astra,Sharma,Astra Sharma,AUS,1995-09-11,25,129,589,2020,Oceanija
321179,Maddison,Inglis,Maddison Inglis,AUS,1998-01-14,23,130,586,2020,Oceanija
310761,Sara,Errani,Sara Errani,ITA,1987-04-29,34,131,584,2020,Evropa
327909,Elisabetta,Cocciaretto,Elisabetta Cocciaretto,ITA,2001-01-25,20,132,583,2020,Evropa
322526,Catherine,Bellis,Catherine Bellis,USA,1999-04-08,22,133,580,2020,Severna Amerika
311243,Olga,Govortsova,Olga Govortsova,BLR,1988-08-23,32,134,570,2020,Evropa
318203,Anna Karolina,Schmiedlova,Anna Karolina Schmiedlova,SVK,1994-09-13,26,135,566,2020,Evropa
311041,Tsvetana,Pironkova,Tsvetana Pironkova,BUL,1987-09-13,33,136,560,2020,Evropa
312268,Mihaela,Buzarnescu,Mihaela Buzarnescu,ROU,1988-05-04,33,137,558,2020,Evropa
316296,Viktorija,Golubic,Viktorija Golubic,SUI,1992-10-16,28,138,556,2020,Evropa
317584,Viktoriya,Tomova,Viktoriya Tomova,BUL,1995-02-25,26,139,555,2020,Evropa
320013,Lizette,Cabrera,Lizette Cabrera,AUS,1997-12-19,23,140,544,2020,Oceanija
316161,Eugenie,Bouchard,Eugenie Bouchard,CAN,1994-02-25,27,141,533,2020,Severna Amerika
320716,Renata,Zarazua,Renata Zarazua,MEX,1997-09-30,23,142,531,2020,Severna Amerika
324188,Francesca,Di Lorenzo,Francesca Di Lorenzo,USA,1997-07-22,23,143,529,2020,Severna Amerika
310775,Monica,Niculescu,Monica Niculescu,ROU,1987-09-25,33,144,519,2020,Evropa
320832,Natalia,Vikhlyantseva,Natalia Vikhlyantseva,RUS,1997-02-16,24,145,519,2020,Evropa
315295,Lesia,Tsurenko,Lesia Tsurenko,UKR,1989-05-30,32,146,507,2020,Evropa
312673,Kristina,Kucova,Kristina Kucova,SVK,1990-05-23,31,147,502,2020,Evropa
320543,Priscilla,Hon,Priscilla Hon,AUS,1998-05-10,23,148,500,2020,Oceanija
318424,Barbara,Haas,Barbara Haas,AUT,1996-03-19,25,149,500,2020,Evropa
319489,Harriet,Dart,Harriet Dart,GBR,1996-07-28,24,150,497,2020,Evropa
322052,Caroline,Dolehide,Caroline Dolehide,USA,1998-09-05,22,151,493,2020,Severna Amerika
327793,Clara,Tauson,Clara Tauson,DEN,2002-12-21,18,152,480,2020,Evropa
326376,Xinyu,Wang,Xinyu Wang,CHN,2001-09-26,19,153,471,2020,Azija
321195,Usue Maitane,Arconada,Usue Maitane Arconada,USA,1998-10-28,22,154,469,2020,Severna Amerika
325936,Kamilla,Rakhimova,Kamilla Rakhimova,RUS,2001-08-28,19,155,467,2020,Evropa
320277,Magdalena,Frech,Magdalena Frech,POL,1997-12-15,23,156,466,2020,Evropa
324028,Leonie,Kung,Leonie Kung,SUI,2000-10-21,20,157,466,2020,Evropa
317443,Sachia,Vickery,Sachia Vickery,USA,1995-05-11,26,158,460,2020,Severna Amerika
320408,Elena-Gabriela,Ruse,Elena-Gabriela Ruse,ROU,1997-11-06,23,159,454,2020,Evropa
314344,Kurumi,Nara,Kurumi Nara,JPN,1991-12-30,29,160,449,2020,Azija
326101,Whitney,Osuigwe,Whitney Osuigwe,USA,2002-04-17,19,161,447,2020,Severna Amerika
321158,Cristina,Bucsa,Cristina Bucsa,ESP,1998-01-01,23,162,444,2020,Evropa
320567,Anhelina,Kalinina,Anhelina Kalinina,UKR,1997-02-07,24,163,441,2020,Evropa
260142,Vera,Zvonareva,Vera Zvonareva,RUS,1984-09-07,36,164,440,2020,Evropa
315296,Lara,Arruabarrena,Lara Arruabarrena,ESP,1992-03-20,29,165,438,2020,Evropa
312536,Yanina,Wickmayer,Yanina Wickmayer,BEL,1989-10-20,31,166,435,2020,Evropa
310915,Giulia,Gatto-Monticone,Giulia Gatto-Monticone,ITA,1987-11-18,33,167,432,2020,Evropa
320319,Jaqueline ,Cristian,Jaqueline  Cristian,ROU,1998-06-05,23,168,432,2020,Evropa
312413,Arina,Rodionova,Arina Rodionova,AUS,1989-12-15,31,169,428,2020,Oceanija
310431,Mandy,Minella,Mandy Minella,LUX,1985-11-22,35,170,428,2020,Evropa
316774,Jana,Cepelova,Jana Cepelova,SVK,1993-05-29,28,171,423,2020,Evropa
315279,Nicole,Gibbs,Nicole Gibbs,USA,1993-03-03,28,172,421,2020,Severna Amerika
160515,Pauline,Parmentier,Pauline Parmentier,FRA,1986-01-31,35,173,418,2020,Evropa
318913,Varvara,Flink,Varvara Flink,RUS,1996-12-13,24,174,415,2020,Evropa
314793,Veronica,Cepede Royg,Veronica Cepede Royg,PAR,1992-01-21,29,175,409,2020,Južna Amerika
316537,Lesley,Pattinama Kerkhove,Lesley Pattinama Kerkhove,NED,1991-11-04,29,176,405,2020,Evropa
319042,Allie,Kiick,Allie Kiick,USA,1995-06-30,26,177,404,2020,Severna Amerika
312292,Cagla,Buyukakcay,Cagla Buyukakcay,TUR,1989-09-28,31,178,403,2020,Evropa
318494,Antonia,Lottner,Antonia Lottner,GER,1996-08-13,24,179,395,2020,Evropa
317164,Ankita,Raina,Ankita Raina,IND,1993-01-11,28,180,395,2020,Azija
120420,Varvara,Lepchenko,Varvara Lepchenko,USA,1986-05-21,35,181,393,2020,Severna Amerika
319473,Mayo,Hibi,Mayo Hibi,JPN,1996-04-03,25,182,386,2020,Azija
324934,Olga,Danilovic,Olga Danilovic,SRB,2001-01-23,20,183,384,2020,Evropa
326235,Yuki,Naito,Yuki Naito,JPN,2001-02-16,20,184,376,2020,Azija
322451,Xiaodi,You,Xiaodi You,CHN,1996-05-12,25,185,374,2020,Azija
325898,Camila,Osorio,Camila Osorio,COL,2001-12-22,19,186,365,2020,Južna Amerika
318839,Chloe,Paquet,Chloe Paquet,FRA,1994-07-01,26,187,359,2020,Evropa
320396,Fang Ying,Xun,Fang Ying Xun,CHN,1995-01-14,26,188,358,2020,Azija
313082,Martina,Di Giuseppe,Martina Di Giuseppe,ITA,1991-02-10,30,189,354,2020,Evropa
315815,Georgina,Garcia Perez,Georgina Garcia Perez,ESP,1992-05-13,29,190,353,2020,Evropa
317349,Natalija,Stevanovic,Natalija Stevanovic,SRB,1994-07-25,26,191,350,2020,Evropa
320592,Mariam,Bolkvadze,Mariam Bolkvadze,GEO,1998-01-01,23,192,347,2020,Azija
312269,Laura Ioana,Paar,Laura Ioana Paar,ROU,1988-05-31,33,193,347,2020,Evropa
320360,Ivana,Jorovic,Ivana Jorovic,SRB,1997-05-03,24,194,346,2020,Evropa
319266,Indy,De Vroome,Indy De Vroome,NED,1996-05-21,25,195,346,2020,Evropa
312660,Samantha,Murray Sharan,Samantha Murray Sharan,GBR,1987-10-09,33,196,345,2020,Evropa
314527,Marina,Melnikova,Marina Melnikova,RUS,1989-02-05,32,197,345,2020,Evropa
313919,Asia,Muhammad,Asia Muhammad,USA,1991-04-04,30,198,342,2020,Severna Amerika
311597,Bibiane,Schoofs,Bibiane Schoofs,NED,1988-05-13,33,199,336,2020,Evropa
313225,Jia-Jing,Lu,Jia-Jing Lu,CHN,1989-11-18,31,200,332,2020,Azija
317175,Robin,Anderson,Robin Anderson,USA,1993-04-12,28,201,328,2020,Severna Amerika
316588,Isabella,Shinikova,Isabella Shinikova,BUL,1991-10-25,29,202,326,2020,Evropa
320228,Rebecca,Sramkova,Rebecca Sramkova,SVK,1996-10-19,24,203,324,2020,Evropa
315159,Na Lae,Han,Na Lae Han,KOR,1992-07-06,28,204,324,2020,Azija
319454,Gabriela,Lee,Gabriela Lee,ROU,1995-08-23,25,205,324,2020,Evropa
316606,Reka Luca,Jani,Reka Luca Jani,HUN,1991-07-31,29,206,321,2020,Evropa
312636,Xinyun,Han,Xinyun Han,CHN,1990-05-30,31,207,318,2020,Azija
315836,Daniela,Seguel,Daniela Seguel,CHI,1992-11-15,28,208,315,2020,Južna Amerika
320945,Jana,Fett,Jana Fett,CRO,1996-11-02,24,209,315,2020,Evropa
312182,Elitsa,Kostova,Elitsa Kostova,BUL,1990-04-10,31,210,313,2020,Evropa
323095,Chihiro,Muramatsu,Chihiro Muramatsu,JPN,1998-05-22,23,211,313,2020,Azija
310047,Pemra,Ozgen,Pemra Ozgen,TUR,1986-05-08,35,212,312,2020,Evropa
317263,Richel,Hogenkamp,Richel Hogenkamp,NED,1992-04-16,29,213,311,2020,Evropa
314464,Coco,Vandeweghe,Coco Vandeweghe,USA,1991-12-06,29,214,307,2020,Severna Amerika
324219,Destanee,Aiava,Destanee Aiava,AUS,2000-05-10,21,215,304,2020,Oceanija
320621,Anastasiya,Komardina,Anastasiya Komardina,RUS,1997-07-08,23,216,300,2020,Evropa
314660,Ekaterine,Gorgodze,Ekaterine Gorgodze,GEO,1991-12-03,29,217,299,2020,Azija
323966,Claire,Liu,Claire Liu,USA,2000-05-25,21,218,299,2020,Severna Amerika
